180	102.405	0	199.45	110
540	313.337	0	78.7701	110
315	408.618	0	89.6179	110
157.5	392.071	0	371.639	110
112.5	421.252	102	483.23	110
315	250.339	0	991.417	110
6.24	-403.43	153	-406.286	110
1.52761	502.449	118	-588.002	110
1.52761	78.3578	43	-292.28	110
2.90206	72.7677	84	754.351	110
2.90206	-292.771	109	375.723	110
2.70571	268.63	118	661.618	110
0.153162	265.92	118	563.967	110
4.86555	197.031	118	517.314	110
2.11666	244.829	118	600.3	110
1.52761	274.114	118	640.475	110
0.742211	223.087	118	574.26	110
0.349512	264.422	118	726.461	110
300	121.3	0	-187.8	110
660	-88.1	0	-310.6	110
435	-126.6	0	-399.2	110
277.5	126.2	0	-525.5	110
232.5	207.8	102	-606.1	110
435	733.2	0	-712	110
420	-223.3	0	-11.2	110
780	-224.9	0	231.6	110
555	-282.4	0	309.2	110
397.5	-518.2	0	153.5	110
352.5	-628.8	102	123.1	110
555	-983.2	0	-279	110
