562.5	453.549	0	39.4749	200
585	449.307	0	38.0332	200
247.5	448.278	0	41.0629	200
357.526	358.784	-117.9	446.192	200
245.026	307.001	-117.9	461.981	200
2.11666	182.546	140	-821.422	200
2.11666	136.76	140	-925.773	200
1.52761	92.9842	140	-908.89	200
5.4546	149.73	84	718.456	200
3.68745	182.622	84	685.568	200
682.5	-193.2	0	-412.7	200
705	-191.6	0	-407.8	200
367.5	-188.5	0	-408.5	200
477.526	207	-117.9	-533.8	200
365.026	246.6	-117.9	-496.9	200
682.5	-193.2	0	-412.7	200
705	-191.6	0	-407.8	200
367.5	-188.5	0	-408.5	200
477.526	207	-117.9	-533.8	200
365.026	246.6	-117.9	-496.9	200
802.5	-260.8	0	373.7	200
825	-257.4	0	369.8	200
487.5	-259.5	0	367.5	200
597.526	-565.8	-117.9	87.6	200
485.026	-553.6	-117.9	34.9	200
