266.5605096	90.5656	28	439.155	1
266.5605096	90.2507	28	467.875	1
266.5605096	89.2177	28	498.961	1
266.5605096	91.2403	28	409.634	1
147.8980892	162.965	2	138.422	1
147.8980892	227.91	2	175.934	1
147.8980892	287.102	2	210.114	1
330.7643312	491.306	0	240.352	1
330.7643312	458.794	0	222.413	1
330.7643312	469.941	0	228.505	1
330.7643312	480.612	0	234.623	1
90	390.231	0	141.969	1
28.66242038	516.561	0	704.693	1
28.66242038	479.155	0	726.214	1
209.2356688	534.783	0	733.439	1
209.2356688	461.586	0	775.909	1
269.4267516	318.411	0	103.212	1
354.2675159	271.68	20.3	68	1
354.2675159	226.909	20.3	64.2	1
202.5	249.433	0	-25.719	1
202.5	267.276	0	-32.6844	1
202.5	335.596	0	-60.1585	1
209.2356688	413.645	1.9	-70.8755	1
119.2356688	950	0	-397.7	1
119.2356688	982.759	0	-341.411	1
119.2356688	1024.5	0	-268.5	1
119.2356688	1158.5	0	-36.6	1
57.32484076	1166	0	23.3	1
57.32484076	1112	0	117	1
360	556.573	0	990.775	1
360	501	0	990.62	1
360	531.399	0	990.755	1
298.089172	525.49	0	471.401	1
298.089172	562.55	0	535.912	1
298.089172	591.381	0	585.5	1
386.5605096	335	28	-298	1
386.5605096	360.3	28	-311.9	1
386.5605096	387.6	28	-326.6	1
386.5605096	309.1	28	-283.8	1
267.8980892	38.4	2	-210.3	1
267.8980892	38.4	2	-285.3	1
267.8980892	38.4	2	-353.7	1
450.7643312	-37.5	0	-545.7	1
450.7643312	-37.2	0	-508.5	1
450.7643312	-36.7	0	-521.5	1
450.7643312	-37.1	0	-533.5	1
210	-72.2	0	-408.9	1
148.6624204	352	0	-800.2	1
148.6624204	389.2	0	-777.8	1
329.2356688	367.8	0	-828.8	1
329.2356688	441.2	0	-784.5	1
389.4267516	-69.8	0	-327.4	1
474.2675159	-77	20.3	-269.3	1
474.2675159	-57.9	20.3	-228.6	1
322.5	-147	0	-202.6	1
322.5	-162.1	0	-214.7	1
322.5	-220	0	-261	1
329.2356688	-268.2	1.9	-323.7	1
239.2356688	-819.4	0	-623.9	1
239.2356688	-787.1	0	-680.4	1
239.2356688	-744.8	0	-753	1
239.2356688	-610.9	0	-985	1
177.3248408	-562.8	0	-1021.4	1
177.3248408	-454.7	0	-1021.5	1
480	576.4	0	-983.1	1
480	607.4	0	-929.2	1
480	592.3	0	-955.6	1
418.089172	145.5	0	-690.8	1
418.089172	182.7	0	-755.6	1
418.089172	212	0	-804.8	1
506.5605096	-425.6	28	-141.1	1
506.5605096	-450.3	28	-156.1	1
506.5605096	-476.6	28	-172.4	1
506.5605096	-400.4	28	-125.8	1
387.8980892	-201.4	2	71.9	1
387.8980892	-266.3	2	109.4	1
387.8980892	-325.5	2	143.6	1
570.7643312	-453.8	0	305.3	1
570.7643312	-421.8	0	286.5	1
570.7643312	-433.3	0	292.5	1
570.7643312	-443.5	0	298.9	1
330	-318.1	0	267	1
268.6624204	-869	0	95.2	1
268.6624204	-868.2	0	51.8	1
449.2356688	-902.6	0	96.4	1
449.2356688	-902.7	0	11.8	1
509.4267516	-248.6	0	224.1	1
594.2675159	-194.7	20.3	201.3	1
594.2675159	-169.1	20.3	164.4	1
442.5	-102	0	228.6	1
442.5	-104.9	0	247.7	1
442.5	-116	0	321	1
449.2356688	-145.4	1.9	393.7	1
359.2356688	-130.6	0	1021.6	1
359.2356688	-195.7	0	1021.8	1
359.2356688	-279.7	0	1021.5	1
359.2356688	-547.6	0	1021.6	1
297.3248408	-603.2	0	998.1	1
297.3248408	-657.3	0	904.5	1
600	-1139.6	0	-7.7	1
600	-1108.4	0	-61.4	1
600	-1123.7	0	-35.2	1
538.089172	-671	0	219.4	1
538.089172	-745.7	0	219.6	1
538.089172	-803	0	218.8	1
