time 30
0 -50 0 -50 500
0 -50 0 0 500
0 -50 0 50 500
0 0 0 -50 500
0 0 0 0 500
0 0 0 50 500
0 50 0 -50 500
0 50 0 0 500
0 50 0 50 500
180	99.9017	0	0.0144441	500
0	399.879	102	582.791	500
180	361.446	102	585.408	500
180	369.951	102	620.335	500
180	433.082	68	677.246	500
270	465.243	68	615.167	500
360	510.791	68	684.49	500
360	426.01	68	721.796	500
0	275.947	24	-55.5076	500
112.5	195.072	40	-17.7747	500
495	319.527	0	-115.562	500
562.5	1221.51	0	-59.8235	500
652.5	1223.57	0	86.1328	500
90	1120.83	0	186.825	500
270	1078.39	0	298.183	500
337.5	1009.98	0	261.413	500
675	1137.83	0	-131.924	500
45	1119.95	0	-239.522	500
270	1008.31	0	-346.879	500
337.5	1031.2	0	-391.244	500
427.5	999.866	0	434.325	500
427.5	902.117	0	462.769	500
427.5	861.817	0	352.923	500
427.5	884.587	0	653.067	500
427.5	719.47	0	858.26	500
292.5	253.02	0	1025.22	500
292.5	210.447	0	1021.76	500
300	-50	0	-86.6	500
120	304.9	102	-637.9	500
300	326.1	102	-605.1	500
300	351.9	102	-630.4	500
300	369.8	68	-713.5	500
390	300.1	68	-710.2	500
480	336.9	68	-784.5	500
480	412.3	68	-729.9	500
120	-186.5	24	-211	500
232.5	-113.1	40	-159.9	500
615	-260.5	0	-216.1	500
682.5	-663	0	-1028.3	500
772.5	-537.5	0	-1103	500
210	-398.6	0	-1064.3	500
390	-280.9	0	-1082.6	500
457.5	-279	0	-1005.2	500
795	-683.3	0	-919.5	500
165	-767.8	0	-849.9	500
390	-804.5	0	-699.5	500
457.5	-854.1	0	-697.4	500
547.5	-124.1	0	-1083	500
547.5	-50	0	-1012.7	500
547.5	-125.3	0	-923	500
547.5	123	0	-1092.9	500
547.5	383.5	0	-1051.7	500
412.5	761.2	0	-731.6	500
412.5	780	0	-692.9	500
60	-50	0	86.6	500
-120	-704.9	102	54.9	500
60	-687.1	102	20.1	500
60	-721.9	102	10.4	500
60	-802.8	68	36.5	500
150	-765.1	68	95.2	500
240	-847.9	68	100.5	500
240	-838.3	68	7.9	500
-120	-89.5	24	267	500
-7.5	-81.9	40	177.9	500
375	-59.5	0	335.1	500
442.5	-559	0	1088.3	500
532.5	-686.5	0	1017	500
-30	-722.4	0	877.3	500
150	-797.1	0	784.6	500
217.5	-731	0	744.2	500
555	-454.7	0	1051.5	500
-75	-352.2	0	1089.9	500
150	-203.5	0	1046.5	500
217.5	-176.9	0	1088.4	500
307.5	-875.9	0	649	500
307.5	-852	0	549.7	500
307.5	-736.7	0	570	500
307.5	-1008	0	439.9	500
307.5	-1102.5	0	193.7	500
172.5	-1014.2	0	-293.4	500
172.5	-990.1	0	-329.1	500
