266.5605096	90.8054	28	439.164	1
266.5605096	90.2507	28	467.875	1
266.5605096	89.2177	28	498.961	1
266.5605096	91.73	28	409.651	1
147.8980892	162.243	0	139.772	1
147.8980892	227.23	0	177.111	1
147.8980892	286.421	0	211.291	1
330.7643312	491.306	0	240.352	1
330.7643312	458.794	0	222.413	1
330.7643312	469.941	0	228.505	1
90	390.231	0	141.969	1
28.66242038	516.561	0	704.693	1
28.66242038	479.155	0	726.214	1
209.2356688	461.725	0	776.152	1
269.4267516	318.411	0	103.212	1
354.2675159	271.68	20.3	68	1
354.2675159	226.909	20.3	64.2	1
202.5	249.433	0	-25.719	1
202.5	267.276	0	-32.6844	1
202.5	335.596	0	-60.1585	1
119.2356688	950	0	-397.7	1
119.2356688	982.759	0	-341.411	1
119.2356688	1024.5	0	-268.5	1
119.2356688	1158.5	0	-36.6	1
57.32484076	1166	0	23.3	1
57.32484076	1112	0	117	1
298.089172	562.55	0	535.912	1
298.089172	591.381	0	585.5	1
146.5605096	334.7	28	-298.3	1
146.5605096	360.3	28	-311.9	1
146.5605096	387.6	28	-326.6	1
146.5605096	309.1	28	-284.7	1
27.89808917	37.8	0	-220.5	1
27.89808917	38.4	0	-271.6	1
27.89808917	38.8	0	-316.8	1
210.7643312	-38.2	0	-546.1	1
210.7643312	-37.2	0	-508.5	1
210.7643312	-36.7	0	-521.5	1
-30	-78	0	-419.1	1
-91.33757962	352	0	-800.2	1
-91.33757962	389.2	0	-777.8	1
89.23566879	441	0	-788.1	1
149.4267516	-74.1	0	-338.3	1
234.2675159	-77	20.3	-269.3	1
234.2675159	-57.9	20.3	-228.6	1
82.5	-147	0	-202.6	1
82.5	-162.1	0	-214.7	1
82.5	-220	0	-261	1
-0.76433121	-819.4	0	-623.9	1
-0.76433121	-787.1	0	-680.4	1
-0.76433121	-744.8	0	-753	1
-0.76433121	-610.9	0	-985	1
-62.67515924	-562.8	0	-1021.4	1
-62.67515924	-454.7	0	-1021.5	1
178.089172	182.7	0	-755.6	1
178.089172	212	0	-804.8	1
146.5605096	-425.7	28	-140.7	1
146.5605096	-450.3	28	-156.1	1
146.5605096	-476.6	28	-172.4	1
146.5605096	-401.1	28	-125.3	1
27.89808917	-209.8	0	77.5	1
27.89808917	-254.4	0	102.6	1
27.89808917	-293.8	0	124.8	1
210.7643312	-453.8	0	306.1	1
210.7643312	-421.8	0	286.5	1
210.7643312	-433.3	0	292.5	1
-30	-324	0	277.1	1
-91.33757962	-869	0	95.2	1
-91.33757962	-868.2	0	51.8	1
89.23566879	-903	0	12.1	1
149.4267516	-255.9	0	233.3	1
234.2675159	-194.7	20.3	201.3	1
234.2675159	-169.1	20.3	164.4	1
82.5	-102	0	228.6	1
82.5	-104.9	0	247.7	1
82.5	-116	0	321	1
-0.76433121	-130.6	0	1021.6	1
-0.76433121	-195.7	0	1021.8	1
-0.76433121	-279.7	0	1021.5	1
-0.76433121	-547.6	0	1021.6	1
-62.67515924	-603.2	0	998.1	1
-62.67515924	-657.3	0	904.5	1
178.089172	-745.7	0	219.6	1
178.089172	-803	0	218.8	1
